HRR,HRR Name,Provider ID,Hospital Name,City,State,System,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees medical inpatient days at hospital to which they were assigned,Hospital Care Intensity Index during the Last Two Years of Life,Total Medicare Reimbursements per Decedent during the Last Two Years of Life,Inpatient Sector Reimbursements per Decedent during the Last Two Years of Life,Outpatient Sector Reimbursements per Decedent during the Last Two Years of Life,SNF/Long-Term Care Sector Reimbursements per Decedent during the Last Two Years of Life,Home Health Sector Reimbursements per Decedent during the Last Two Years of Life,Hospice Sector Reimbursements per Decedent during the Last Two Years of Life,Ambulance spending per Decedent during the last two years of life,Reimbursements for Durable Medical Equipment per Decedent during the Last Two Years of Life,Other spending per Decedent during the last two years of life,Part B Spending per Decedent during the Last Two Years of Life,Part B Spending for Evaluation & Management per Decedent during the Last Two Years of Life,Part B Spending for Procedures per Decedent during the Last Two Years of Life,Part B Spending for Imaging per Decedent during the Last Two Years of Life,Part B Spending for Tests per Decedent during the Last Two Years of Life,Other Part B spending per Decedent during the last two years of life,Hospital reimbursements per Decedent during the last two years of life,Inpatient Days per Decedent during the Last Two Years of Life,Reimbursements per patient day (calculated),Hospital Reimbursements: Ratio to US Average (calculated),Hospital Days: Ratio to US Average (calculated),Reimbursements per Day: Ratio to US Average (calculated),Payments for physician visits per Decedent during the last two years of life,Physician Visits per Decedent during the Last Two Years of Life,Payments per physician visit (calculated),Physician visit payments: Ratio to US Average (calculated),Physician visits: Ratio to US Average (calculated),Payments per visit: Ratio to US Average (calculated),"Hospital Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Total ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","High-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Intermediate-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Medical & Surgical Unit Bed Inputs per 1,000 Decedents during the Last Two Years of Life","SNF Bed Inputs per 1,000 Dededents during the Last Two Years of Life","FTE Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Medical Specialist Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Primary Care Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life",Standardized FTE physician labor: Ratio MS/PC (calculated),"RNs Required Under Proposed Federal Standards per 1,000 Decedents during the Last Two Years of Life",Inpatient Days per Decedent during the Last Six Months of Life,Total ICU Days per Decedent during the Last Six Months of Life,High-Intensity ICU Days per Decedent during the Last Six Months of Life,Intermediate-Intensity ICU Days per Decedent during the Last Six Months of Life,Medical & Surgical Unit Days per Decedent during the Last Six Months of Life,SNF Days per Decedent during the Last Six Months of Life,Physician Visits per Decedent during the Last Six Months of Life,Medical Specialist Visits per Decedent during the Last Six Months of Life,Primary Care Visits per Decedent during the Last Six Months of Life,Physician visits per decedent last 6 months: Ratio MS/PC (calculated),Home Health Agency Visits per Decedent during the Last Six Months of Life,Percent of Deaths Occurring In Hospital,Percent of Deaths Associated With ICU Admission,Percent of Decedents Enrolled In Hospice during the Last Six Months of Life,Hospice Days per Decedent during the Last Six Months of Life,Percent of Decedents Seeing 10 or More Different Physicians during the Last Six Months of Life,Number of Different Physicians Seen per Decedent during the Last Six Months of Life,Average Co-Payments per Decedent during the Last Two Years of Life,Average Co-Payments for Physician Services per Decedent during the Last Two Years of Life,Average Co-Payments for Durable Medical Equipment per Decedent during the Last Two Years of Life
220,LA- SLIDELL,190040,Slidell Memorial Hospital,Slidell,LA,Ochsner Health,213,86.5,1.0,"80,624","37,022","15,193","12,135","6,283","7,070","1,133","1,207",581,"13,163","6,765","2,622","1,031",796,"1,949","32,239",16.7,"1,929",0.9,0.9,0.9,"6,785",71.5,95,1.0,1.1,0.9,45.8,27.6,13.7,13.8,18.2,49.9,28.8,15.5,7.4,2.1,48.1,9.4,5.8,3.2,2.6,3.5,8.1,32.2,16.1,5.9,2.7,13.3,17.2,15.2,69.5,31.8,66.5,14.7,"4,437","4,068",369
219,LA- SHREVEPORT,190041,Christus Health Shreveport-Bossier,Shreveport,LA,CHRISTUS Health,320,85.6,1.0,"84,611","30,881","21,670","17,937","6,096","5,103","1,182",933,810,"16,409","6,911","2,954","1,371","1,105","4,067","26,143",14.7,"1,774",0.7,0.8,0.9,"6,963",73.2,95,1.0,1.1,0.9,40.4,18.0,6.0,12.0,22.3,57.0,32.6,15.6,11.6,1.4,37.8,9.6,4.8,1.7,3.1,4.8,10.8,38.0,19.0,14.1,1.3,12.7,23.3,18.6,53.3,23.6,65.3,13.6,"4,970","4,685",285
213,LA- LAFAYETTE,190044,Acadia General Hospital,Crowley,LA,Ochsner Lafayette General,107,88.5,1.0,"80,178","31,196","15,761","16,305","5,053","7,845","2,299","1,079",639,"14,676","5,855","3,710","1,392",805,"2,914","27,488",19.8,"1,390",0.7,1.1,0.7,"5,869",55.8,105,0.8,0.8,1.0,54.2,11.1,7.9,3.2,43.1,78.3,27.1,7.5,14.0,0.5,47.4,11.8,2.7,2.0,0.7,9.1,12.8,24.5,7.0,15.3,0.5,9.9,12.8,-99999.0,76.9,39.9,44.7,10.3,"4,182","3,835",346
216,LA- METAIRIE,190045,St. Tammany Parish Hospital,Covington,LA,,259,89.9,1.0,"89,497","36,096","25,176","12,661","6,008","6,051","1,271","1,385",850,"14,376","6,916","3,394","1,548",833,"1,685","31,672",16.4,"1,934",0.8,0.9,0.9,"6,931",73.6,94,1.0,1.1,0.9,44.9,27.4,7.9,19.5,17.5,46.3,33.2,14.9,11.9,1.3,44.4,9.3,6.5,2.0,4.6,2.7,7.4,33.1,15.4,13.0,1.2,13.9,19.9,17.7,62.9,28.8,76.4,16.4,"4,793","4,375",418
218,LA- NEW ORLEANS,190046,Touro Infirmary,New Orleans,LA,LCMC Health,147,92.1,1.3,"90,309","45,204","18,534","14,862","4,471","4,436","1,439",733,630,"16,353","8,131","3,086",893,844,"3,399","38,690",21.9,"1,765",1.0,1.2,0.8,"8,179",83.7,98,1.1,1.3,0.9,60.1,38.1,13.5,24.6,22.0,43.5,37.8,19.2,12.5,1.5,61.3,13.9,10.0,3.6,6.4,3.9,6.4,44.8,23.8,13.5,1.8,10.7,27.6,24.7,55.3,20.4,65.7,14.2,"5,112","4,873",239
214,LA- LAKE CHARLES,190050,Beauregard Memorial Hospital,Deridder,LA,,80,81.3,1.0,"98,536","36,454","15,286","32,143","6,004","3,937","2,632","1,897",184,"13,831","6,952","1,762","1,150",473,"3,494","32,399",18.0,"1,795",0.9,1.0,0.9,"7,343",68.8,107,1.0,1.0,1.0,49.4,11.2,9.9,1.3,38.2,127.3,29.2,8.7,15.0,0.6,44.9,10.1,3.1,2.8,0.3,7.0,21.1,28.9,8.9,15.6,0.6,13.3,-99999.0,-99999.0,72.0,22.2,59.1,11.8,"4,411","3,813",598
213,LA- LAFAYETTE,190053,Jennings American Legion Hosp,Jennings,LA,,155,89.1,0.9,"82,223","29,781","12,698","21,952","5,886","9,516","1,391",733,267,"11,525","5,759","2,455","1,049",493,"1,769","26,239",16.5,"1,588",0.7,0.9,0.8,"5,785",55.5,104,0.8,0.8,1.0,45.3,7.1,5.3,1.7,38.2,85.2,27.5,7.1,14.5,0.5,38.4,8.6,1.6,1.2,0.4,7.0,12.6,20.7,6.0,12.5,0.5,8.8,13.7,7.4,84.3,53.6,41.2,8.5,"3,643","3,403",240
213,LA- LAFAYETTE,190054,Iberia Medical Center,New Iberia,LA,HealthTech Management Services,168,90.6,0.9,"84,660","31,647","17,052","20,330","6,564","6,270","1,218","1,129",451,"13,855","5,876","3,113",973,777,"3,116","27,569",14.8,"1,866",0.7,0.8,0.9,"5,940",63.5,93,0.8,1.0,0.9,40.5,7.9,5.2,2.7,32.6,65.8,29.4,8.9,15.4,0.6,34.9,8.8,2.0,1.3,0.7,6.8,10.6,29.0,8.3,17.2,0.5,14.4,14.8,9.1,70.5,34.6,55.4,11.7,"4,671","4,306",365
214,LA- LAKE CHARLES,190060,Lake Charles Memorial Hospital,Lake Charles,LA,,373,89.2,0.8,"76,260","34,360","14,137","12,325","5,126","7,401","1,292","1,041",577,"10,353","4,850","1,967","1,026",709,"1,801","31,209",14.9,"2,098",0.8,0.8,1.0,"4,896",53.0,92,0.7,0.8,0.9,40.8,6.7,5.2,1.5,34.0,57.0,26.0,10.4,10.5,1.0,34.8,8.7,1.7,1.5,0.2,7.0,10.2,24.1,10.7,10.7,1.0,11.9,19.5,11.6,69.3,35.3,53.4,10.4,"3,670","3,346",324
210,LA- BATON ROUGE,190064,Our Lady Of The Lake Reg Med Ctr,Baton Rouge,LA,"Franciscan Missionaries of Our Lady Health System, Inc.",621,91.8,0.8,"74,145","31,303","16,141","11,574","4,891","7,679","1,329",815,413,"12,300","5,809","2,578",982,737,"2,194","27,805",14.0,"1,982",0.7,0.8,1.0,"5,871",56.8,103,0.8,0.9,1.0,38.4,25.3,6.2,19.1,13.1,43.4,27.7,11.2,11.2,1.0,38.3,8.4,5.6,1.6,4.0,2.8,6.6,26.2,11.3,11.0,1.0,11.8,20.1,18.1,69.8,34.2,64.0,14.2,"3,969","3,714",255
210,LA- BATON ROUGE,190065,Baton Rouge General Med Ctr,Baton Rouge,LA,General Health System,341,88.5,0.8,"82,849","34,222","19,076","14,221","5,696","7,002","1,188",891,553,"15,750","5,965","2,513",915,962,"5,395","30,877",14.1,"2,197",0.8,0.8,1.1,"5,994",58.6,102,0.8,0.9,0.9,38.5,19.8,4.3,15.5,18.7,56.1,29.1,11.1,13.0,0.9,36.0,8.9,4.4,1.3,3.1,4.5,8.4,27.1,10.5,13.9,0.8,13.3,15.8,10.6,74.5,27.0,59.4,13.0,"4,764","4,509",255
219,LA- SHREVEPORT,190086,Northern Louisiana Med Ctr,Ruston,LA,Allegiance Health Management,162,87.3,1.1,"90,987","32,327","15,489","28,104","5,494","5,415","2,527","1,031",601,"16,798","7,554","1,977","1,178",907,"5,181","26,838",16.7,"1,604",0.7,0.9,0.8,"7,704",81.6,94,1.1,1.2,0.9,45.9,31.0,12.8,18.2,14.8,95.7,33.4,12.2,16.0,0.8,48.5,9.0,6.1,3.2,2.9,2.9,15.9,36.8,14.2,19.1,0.7,11.3,18.5,16.6,52.2,24.2,57.3,11.9,"5,119","4,793",327
219,LA- SHREVEPORT,190098,University Health Shreveport,Shreveport,LA,University Health System,131,77.3,1.0,"97,470","55,025","16,333","15,144","5,078","2,776","1,709","1,029",376,"11,103","4,981","2,119","1,171",606,"2,226","50,927",18.6,"2,738",1.4,1.0,1.3,"5,103",63.9,80,0.7,1.0,0.7,51.0,17.3,9.2,8.2,33.6,59.2,29.7,13.3,10.5,1.3,47.1,11.8,4.1,2.6,1.5,7.7,12.8,30.6,14.7,13.4,1.1,10.7,34.6,24.9,45.4,17.4,58.5,12.3,"4,331","4,006",325
213,LA- LAFAYETTE,190102,Our Lady Of Lourdes Reg Med Ctr,Lafayette,LA,"Franciscan Missionaries of Our Lady Health System, Inc.",428,89.1,0.8,"75,590","28,319","16,871","14,969","5,028","7,462","1,400","1,229",311,"12,633","5,638","3,051","1,350",546,"2,048","24,476",15.1,"1,618",0.7,0.8,0.8,"5,744",57.4,100,0.8,0.9,0.9,41.5,24.5,4.7,19.8,17.0,59.2,26.7,10.3,11.2,0.9,39.6,9.1,5.8,1.2,4.7,3.3,8.4,27.1,10.6,13.4,0.8,10.3,16.5,15.4,70.7,36.8,62.0,13.2,"4,231","3,862",369
219,LA- SHREVEPORT,190111,Willis-Knighton Medical Center,Shreveport,LA,Willis-Knighton Health System,999,91.4,1.3,"88,167","34,897","16,375","23,793","6,019","4,240","1,341","1,043",459,"13,743","7,522","2,144","1,004",688,"2,385","29,424",18.5,"1,587",0.8,1.0,0.8,"7,592",87.7,87,1.1,1.3,0.8,50.8,17.5,6.1,11.5,33.3,60.2,36.8,16.4,15.3,1.1,45.5,11.7,4.6,1.7,2.9,7.2,9.9,47.9,22.3,22.8,1.0,11.6,28.6,21.2,46.6,20.4,63.0,13.7,"4,354","4,021",333
217,LA- MONROE,190125,St. Francis Medical Center,Monroe,LA,"Franciscan Missionaries of Our Lady Health System, Inc.",408,88.7,1.2,"85,773","33,528","17,163","19,834","5,624","6,448","1,742","1,135",299,"16,370","6,520","3,101","1,201",699,"4,848","28,690",19.9,"1,445",0.8,1.1,0.7,"7,281",77.9,93,1.0,1.2,0.9,54.4,35.7,8.6,27.1,18.7,76.5,33.1,13.2,14.4,0.9,54.0,12.2,8.5,2.2,6.3,3.7,11.0,38.0,15.2,18.9,0.8,11.4,26.8,24.5,59.0,30.7,66.6,13.8,"4,984","4,628",355
219,LA- SHREVEPORT,190144,Minden Medical Center,Minden,LA,Allegiance Health Management,88,83.3,0.8,"88,504","32,845","13,410","24,578","6,228","7,953","1,779",955,756,"12,734","4,863","1,803",912,744,"4,412","29,500",15.5,"1,900",0.8,0.9,0.9,"4,922",50.3,98,0.7,0.8,0.9,42.5,12.6,7.2,5.4,29.9,103.9,23.3,7.7,11.7,0.7,38.6,9.2,3.6,1.9,1.7,5.6,17.6,26.5,9.8,14.5,0.7,9.8,26.2,15.1,55.8,31.8,50.3,11.2,"4,152","3,852",300
216,LA- METAIRIE,190146,East Jefferson General Hospital,Metairie,LA,,331,93.4,1.1,"80,391","35,306","16,106","12,008","8,575","5,768",628,"1,060",941,"14,684","8,022","2,473",950,996,"2,243","30,335",17.3,"1,749",0.8,1.0,0.8,"8,032",78.3,103,1.1,1.2,1.0,47.5,34.7,5.3,29.4,12.8,54.1,33.8,17.6,9.9,1.8,47.0,9.6,7.5,1.2,6.2,2.1,7.4,36.1,19.2,10.2,1.9,18.1,16.5,15.3,66.6,24.3,68.4,14.5,"4,307","3,995",311
217,LA- MONROE,190160,Glenwood Regional Medical Center,West Monroe,LA,"Steward Health Care System, LLC",344,83.9,1.1,"92,310","39,046","17,429","19,133","6,441","6,364","2,024","1,370",502,"16,266","7,048","3,096","1,433",782,"3,908","33,762",18.8,"1,793",0.9,1.0,0.9,"7,746",75.9,102,1.1,1.1,0.9,51.6,35.7,12.6,23.1,15.9,72.3,33.3,11.9,15.5,0.8,53.9,10.6,7.7,3.3,4.4,2.9,10.7,37.1,12.6,20.3,0.6,13.4,24.2,21.7,60.0,27.3,65.4,14.2,"5,123","4,684",440
213,LA- LAFAYETTE,190167,Mercy Regional Medical Center,Ville Platte,LA,Allegiance Health Management,137,86.6,0.8,"83,316","30,814","14,129","20,907","8,110","4,998","2,521","1,285",551,"13,037","5,686","2,184","1,433",825,"2,909","27,103",15.7,"1,725",0.7,0.9,0.8,"5,706",55.5,103,0.8,0.8,1.0,43.0,17.9,8.7,9.3,25.1,81.8,28.5,6.4,16.2,0.4,41.1,9.3,4.2,2.1,2.1,5.0,13.9,25.6,5.9,17.0,0.3,16.1,19.3,14.8,66.7,23.4,40.1,9.4,"3,902","3,497",405
218,LA- NEW ORLEANS,190176,Tulane Medical Center,New Orleans,LA,HCA Healthcare,236,85.6,1.0,"96,650","48,141","16,627","17,828","5,619","4,893","1,850","1,113",580,"14,416","6,973","2,926","1,183",767,"2,567","43,139",18.4,"2,342",1.1,1.0,1.1,"7,000",63.7,110,1.0,1.0,1.0,50.5,18.4,7.3,11.1,32.1,46.8,28.3,14.5,8.0,1.8,46.1,11.3,4.8,1.9,2.9,6.5,9.8,29.6,15.5,7.9,2.0,12.2,22.8,16.9,62.5,23.5,63.9,15.3,"4,615","4,264",351
210,LA- BATON ROUGE,190202,Ochsner Med Ctr-Baton Rouge,Baton Rouge,LA,Ochsner Health,108,84.4,0.6,"71,140","29,833","21,161","8,076","4,220","5,545","1,030",749,526,"10,713","5,368","2,046",880,530,"1,890","26,601",10.9,"2,445",0.7,0.6,1.2,"5,403",51.6,105,0.8,0.8,1.0,29.8,23.2,4.7,18.5,6.6,32.5,27.4,12.8,8.9,1.4,30.5,6.9,5.7,1.4,4.3,1.2,5.7,24.0,11.4,9.0,1.3,10.6,19.8,17.6,70.7,24.9,71.0,15.4,"4,207","3,960",247
220,LA- SLIDELL,190204,Ochsner Med Ctr-North Shore,Slidell,LA,Ochsner Health,94,81.1,1.0,"81,812","38,375","13,822","15,458","4,554","5,898","1,396","1,691",618,"12,909","7,028","2,028",809,676,"2,368","33,386",18.1,"1,849",0.9,1.0,0.9,"7,191",64.2,112,1.0,1.0,1.0,49.5,16.7,11.0,5.7,32.8,54.6,30.1,13.8,11.0,1.3,46.8,12.0,4.5,2.9,1.6,7.5,11.0,33.3,15.3,10.6,1.4,12.4,14.0,-99999.0,69.2,33.5,68.4,15.9,"4,611","4,071",540
216,LA- METAIRIE,190274,Ochsner Med Ctr-Kenner,Kenner,LA,Ochsner Health,102,81.6,0.7,"71,854","37,283","13,973","8,702","3,167","6,123","1,519",636,451,"10,408","5,579","1,917",700,502,"1,710","33,753",13.6,"2,476",0.9,0.8,1.2,"5,640",44.6,127,0.8,0.7,1.2,37.3,12.8,7.9,4.9,24.6,34.1,23.8,10.4,8.8,1.2,35.1,8.2,2.7,1.9,0.9,5.4,4.4,21.2,10.1,7.6,1.3,7.7,11.0,-99999.0,78.6,27.8,60.4,12.1,"3,171","2,959",211
221,ME- BANGOR,200001,St. Joseph Hospital,Bangor,ME,Covenant Health,171,88.4,0.9,"67,247","30,534","14,447","9,293","5,897","3,620","1,887",433,"1,136","9,382","4,366","1,526",677,688,"2,125","27,385",18.9,"1,446",0.7,1.0,0.7,"5,815",47.2,123,0.8,0.7,1.1,51.9,26.7,26.0,0.7,25.2,47.9,17.6,6.1,7.9,0.8,58.6,12.0,6.5,6.3,0.2,5.6,7.5,23.7,5.7,10.8,0.5,12.0,39.6,23.7,46.8,13.8,51.4,11.6,"2,210","2,065",145
222,ME- PORTLAND,200008,Mercy Hospital Of Portland,Portland,ME,Northern Light Health,132,91.3,0.7,"76,664","29,408","17,543","12,165","5,892","8,103","1,631",673,"1,249","11,641","5,243","2,030",600,685,"3,083","26,447",14.9,"1,775",0.7,0.8,0.9,"5,251",42.3,124,0.7,0.6,1.2,40.8,4.1,3.2,1.0,36.7,50.8,20.1,9.3,6.7,1.4,33.2,8.9,0.9,0.6,0.2,8.0,8.6,18.4,7.6,6.2,1.2,9.5,22.3,9.5,60.0,30.0,61.4,13.5,"3,239","3,038",201
222,ME- PORTLAND,200009,Maine Medical Center,Portland,ME,MaineHealth,666,89.3,0.7,"84,805","36,031","20,371","11,954","5,350","6,767","1,827",971,"1,533","17,024","5,320","2,796",841,900,"7,167","32,818",15.3,"2,145",0.9,0.8,1.0,"5,435",47.8,114,0.8,0.7,1.1,41.9,7.4,4.1,3.3,34.5,44.2,25.1,11.8,8.1,1.5,35.3,8.9,1.8,1.1,0.7,7.1,7.4,20.9,9.8,8.1,1.2,8.4,20.7,12.6,66.5,24.2,61.5,13.7,"4,887","4,615",272
221,ME- BANGOR,200018,Aroostook Medical Center,Presque Isle,ME,Northern Light Health,106,87.4,0.6,"65,779","33,332","14,896","8,214","3,314","4,025",626,960,412,"7,238","3,843","1,410",522,320,"1,143","30,967",15.6,"1,989",0.8,0.9,1.0,"4,333",38.2,113,0.6,0.6,1.1,42.6,6.9,6.1,0.8,35.7,48.5,15.3,5.5,5.6,1.0,36.8,8.4,1.5,1.5,0.0,6.9,9.8,16.2,3.4,4.2,0.8,7.6,30.0,16.1,38.2,15.5,56.6,10.9,"2,625","2,320",304
222,ME- PORTLAND,200019,Southern Maine Hlth Care -Biddeford,Biddeford,ME,,371,91.3,0.6,"73,124","29,181","15,508","9,840","5,917","8,926","1,658",473,"1,621","14,176","5,546","1,864",735,641,"5,390","26,290",13.6,"1,931",0.7,0.8,0.9,"5,567",45.9,121,0.8,0.7,1.1,37.3,4.0,3.2,0.7,33.3,41.1,19.9,10.4,5.4,1.9,30.6,6.9,0.9,0.7,0.1,6.0,6.1,18.1,9.1,3.3,2.8,9.0,14.3,7.4,71.9,29.0,58.8,12.4,"3,716","3,571",145
222,ME- PORTLAND,200020,York Hospital,York,ME,,146,91.1,0.9,"77,044","32,908","19,055","10,181","5,117","6,511","1,136",617,"1,520","11,012","5,441","2,256",899,652,"1,764","29,538",19.1,"1,548",0.8,1.1,0.7,"5,462",54.4,100,0.8,0.8,0.9,52.3,9.4,6.2,3.3,42.9,34.7,25.0,11.2,8.7,1.3,44.7,12.6,2.8,2.0,0.8,9.8,5.5,26.2,10.7,10.2,1.1,8.9,34.1,21.4,52.8,25.7,54.5,13.1,"3,261","3,083",178
222,ME- PORTLAND,200021,Mid Coast Hospital,Brunswick,ME,,200,94.9,0.8,"77,615","32,650","18,194","8,484","5,876","8,437","1,748",506,"1,720","15,252","5,471","2,209",812,599,"6,161","29,670",17.0,"1,745",0.8,0.9,0.8,"5,618",50.5,111,0.8,0.8,1.0,46.6,6.6,5.9,0.7,40.0,38.9,24.7,10.1,10.4,1.0,39.5,9.7,1.8,1.6,0.2,7.9,6.4,21.8,9.3,10.7,0.9,9.8,28.9,17.1,64.1,25.2,60.0,12.6,"3,941","3,789",152
222,ME- PORTLAND,200024,Central Maine Medical Center,Lewiston,ME,Central Maine HealthCare,278,90.4,0.7,"78,536","35,828","20,054","9,528","3,425","7,170",756,864,908,"10,898","4,310","2,071",846,473,"3,197","32,795",15.5,"2,113",0.9,0.9,1.0,"4,576",40.6,113,0.6,0.6,1.0,42.5,6.8,5.0,1.7,35.8,45.2,23.5,8.6,10.1,0.9,36.1,8.5,1.3,1.1,0.2,7.2,6.7,16.7,6.6,8.1,0.8,6.4,20.7,11.9,68.3,30.3,52.7,11.2,"3,519","3,248",270
221,ME- BANGOR,200031,Cary Medical Center,Caribou,ME,QHR,96,89.3,0.8,"68,303","35,831","16,369","6,562","3,218","2,196","2,854","1,134",139,"9,077","3,622","1,203",576,314,"3,362","33,273",19.3,"1,721",0.9,1.1,0.8,"4,936",52.2,95,0.7,0.8,0.9,53.0,10.0,9.5,0.5,43.0,40.6,21.4,5.6,11.3,0.5,47.0,12.3,2.4,2.3,0.1,9.9,5.0,25.4,5.1,16.3,0.3,6.2,32.2,21.5,23.1,6.5,42.2,10.1,"2,741","2,380",361
221,ME- BANGOR,200033,Eastern Maine Medical Center,Bangor,ME,Northern Light Health,540,87.9,0.9,"73,730","37,770","16,105","8,026","3,897","4,087","1,798","1,179",868,"9,430","3,925","2,058",635,550,"2,262","34,211",18.4,"1,859",0.9,1.0,0.9,"5,204",47.2,110,0.7,0.7,1.0,50.4,8.6,7.1,1.5,41.8,42.8,18.8,8.6,5.7,1.5,43.5,11.2,2.1,1.7,0.4,9.1,7.1,24.2,7.8,5.6,1.4,8.2,32.4,19.6,47.5,21.1,62.4,14.1,"3,343","2,982",361
222,ME- PORTLAND,200034,St. Mary's Regional Med Ctr,Lewiston,ME,Covenant Health,105,94.6,0.7,"71,729","31,909","15,896","10,966","4,013","6,414",837,756,940,"9,695","5,606","1,780",828,362,"1,119","28,680",15.0,"1,911",0.8,0.8,0.9,"5,710",44.7,128,0.8,0.7,1.2,41.1,16.3,11.9,4.3,24.8,62.8,21.1,9.2,7.4,1.2,40.9,9.2,3.7,2.7,1.0,5.5,9.6,20.6,7.4,4.7,1.6,9.4,16.2,14.5,69.3,22.0,66.4,13.0,"2,535","2,319",215
222,ME- PORTLAND,200037,Franklin Memorial Hospital,Farmington,ME,,91,89.6,0.7,"77,088","40,928","12,739","11,832","3,891","6,087",302,746,563,"7,133","4,267","1,369",714,365,418,"37,925",16.6,"2,287",1.0,0.9,1.1,"4,653",37.6,124,0.7,0.6,1.1,45.4,6.9,5.1,1.8,38.6,65.3,17.4,4.9,8.4,0.6,38.3,8.7,1.7,1.2,0.5,7.0,10.1,15.4,4.7,8.0,0.6,8.5,32.4,15.9,59.2,23.5,37.9,9.6,"1,984","1,729",255
222,ME- PORTLAND,200039,Mainegeneral Med Ctr-Waterville,Augusta,ME,,295,93.4,0.9,"76,572","33,399","18,042","11,044","3,542","6,171","2,374",752,"1,247","10,962","4,702","1,737",683,449,"3,390","30,492",19.4,"1,574",0.8,1.1,0.8,"4,785",48.3,99,0.7,0.7,0.9,53.1,22.7,4.1,18.6,30.4,57.6,22.6,8.3,9.7,0.9,47.6,11.1,5.7,1.1,4.6,5.4,9.2,22.1,7.8,10.1,0.8,7.1,28.4,20.0,55.5,28.8,65.1,13.8,"3,312","3,087",225
221,ME- BANGOR,200050,Maine Coast Memorial Hospital,Ellsworth,ME,Northern Light Health,104,86.6,0.7,"62,219","30,332","12,664","8,437","2,507","4,551","2,717",347,663,"10,133","4,416","1,122",585,339,"3,671","27,657",15.8,"1,747",0.7,0.9,0.8,"4,608",34.9,132,0.6,0.5,1.2,43.4,7.9,7.8,0.1,35.5,42.4,17.5,5.0,7.9,0.6,38.4,9.4,2.1,2.1,0.0,7.2,8.7,15.8,4.8,6.2,0.8,3.9,31.4,21.8,44.4,23.1,45.9,10.3,"2,820","2,704",116
222,ME- PORTLAND,200063,Pen Bay Medical Center,Rockport,ME,MaineHealth,130,88.7,0.7,"77,133","35,595","17,573","8,844","4,154","7,061","2,005","1,164",738,"11,145","4,904","1,351",715,397,"3,778","33,038",14.5,"2,278",0.9,0.8,1.1,"5,016",44.5,113,0.7,0.7,1.0,39.7,11.8,7.6,4.3,27.9,45.8,20.8,7.9,8.7,0.9,36.5,6.6,3.0,1.7,1.3,3.6,7.2,17.5,6.3,6.8,0.9,6.7,11.7,-99999.0,72.9,23.8,47.5,10.7,"2,994","2,673",321
221,ME- BANGOR,201314,Redington-Fairview General Hosp,Skowhegan,ME,,87,85.3,0.5,"80,980","35,422","22,134","8,647","3,245","7,680","1,405","1,763",683,"6,049","2,614",861,574,331,"1,670","33,684",11.0,"3,068",0.9,0.6,1.5,"3,027",22.2,136,0.4,0.3,1.3,30.1,4.1,3.5,0.6,26.0,56.4,11.9,2.2,6.7,0.3,25.3,5.8,0.8,0.7,0.1,4.9,12.8,9.4,1.2,6.5,0.2,8.3,21.8,-99999.0,61.7,33.4,21.1,6.2,"2,175","1,597",578
113,DC- WASHINGTON,210001,Meritus Medical Center,Hagerstown,MD,,586,94.8,1.0,"98,570","51,810","22,814","11,217","3,833","5,243","1,732",856,"1,065","19,036","7,609","3,166","1,674","1,222","5,366","47,094",19.2,"2,459",1.3,1.1,1.2,"7,644",64.6,118,1.1,1.0,1.1,52.5,11.8,6.2,5.6,40.7,60.6,29.0,14.8,8.1,1.8,45.4,10.8,2.7,1.6,1.1,8.1,10.8,29.9,16.1,7.1,2.3,8.5,15.4,12.3,68.4,21.4,76.4,17.4,"5,650","5,391",259
223,MD- BALTIMORE,210002,University Of Maryland Med Ctr,Baltimore,MD,University of Maryland Medical System,319,75.9,1.2,"157,991","102,450","37,655","7,565","2,777","3,575","1,470","1,758",740,"19,867","6,868","4,820","1,604","1,174","5,400","96,526",25.0,"3,858",2.6,1.4,1.9,"6,895",65.8,105,1.0,1.0,1.0,68.5,21.6,12.9,8.7,46.9,47.6,34.9,18.0,8.7,2.1,63.3,16.0,5.8,3.7,2.1,10.1,7.6,34.4,18.2,8.2,2.2,6.7,35.7,29.1,51.6,17.1,68.0,17.4,"6,929","6,411",519
226,MD- TAKOMA PARK,210003,Prince George's Hospital Center,Cheverly,MD,University of Maryland Medical System,271,76.8,1.3,"122,877","73,939","20,898","15,762","3,826","5,056","1,795",661,940,"22,187","10,091","5,102","1,699",942,"4,353","66,114",25.1,"2,633",1.8,1.4,1.3,"10,122",77.6,130,1.4,1.2,1.2,68.8,15.6,12.9,2.7,53.2,67.2,40.3,16.5,15.5,1.1,61.9,15.0,4.0,3.5,0.5,11.0,10.2,38.2,17.7,14.8,1.2,6.7,31.8,23.1,42.0,19.0,62.0,15.6,"6,343","6,123",220
